fips,county,state,longitude,latitude,population,cases_total,imported,local,unvaccinated or unknown,unvaccinated,unknown,vaccinated,vaccination granularity,less than four,five to seventeen,adult,age unknown/pending,mmr_rate,mmr_type,date,outbreak,notes,link,unnamed: 19
17199,Williamson,Illinois,-88.9299,37.7303,66902,4,0,4,0,0,4,0,county,0,0,1,3,,,5/5/25,,,https://dph.illinois.gov/resource-center/news/2025/may/release-20250505.html,
17199,Williamson,Illinois,-88.9299,37.7303,66902,1,0,1,0,0,1,0,county,0,0,1,0,,,4/23/25,," involving an adult in far southern Illinois, was confirmed through laboratory testing on April 23.",https://www.illinois.gov/news/press-release.31199.html,
17,Unknown County,Illinois,-88.372974,41.312077,12812508,2,0,2,0,0,2,0,county,0,0,0,2,,,10/22/25,,,https://dph.illinois.gov/topics-services/diseases-and-conditions/measles.html,
18133,Putnam,Indiana,-86.845,39.6663,37091,1,1,0,0,0,1,0,county,0,0,0,1,,,7/8/25,,,https://www.facebook.com/PCHDIndiana/posts/pfbid02nhU1pmnnhjnb69kVAr2LsRa2GzbjZsaZHQrNwje2AkhFrAqGDeN8msNFLxgKqo97l,
18003,Allen,Indiana,-85.0665,41.0909,388791,8,0,8,0,5,3,0,county,0,5,3,0,,,4/23/25,, a child who is unvaccinated and an adult whose vaccination status is unknown,https://allencountyhealth.com/department/news/health-officials-confirm-two-additional-measles-cases-risk-to-community-remains-low,
18003,Allen,Indiana,-85.0665,41.0909,388791,6,0,6,0,4,2,0,county,0,4,2,0,,,4/9/25,,three unvaccinated minors and two adults with unknown vaccination status,https://allencountyhealth.com/department/news/additional-measles-cases-confirmed,
18003,Allen,Indiana,-85.0665,41.0909,388791,1,0,1,0,1,0,0,county,0,1,0,0,,,4/7/25,,an unvaccinated minor within Allen County,https://allencountyhealth.com/department/news/health-department-confirms-measles-case,
18089,Lake,Indiana,-87.3821,41.4167,498990,2,0,2,0,1,1,0,county,0,1,0,1,,,10/31/25,,,https://www.in.gov/health/idepd/diseases-and-conditions-resource-page/measles/,
18089,Lake,Indiana,-87.3821,41.4167,498990,1,0,1,0,1,0,0,county,0,1,0,0,,,10/17/25,,an unvaccinated child,https://www.in.gov/health/idepd/diseases-and-conditions-resource-page/measles/,
19,Western,Iowa,-95.10435,41.97493056,606405,1,0,1,0,0,0,1,county,0,0,1,0,,,7/22/25,,,https://hhs.iowa.gov/center-acute-disease-epidemiology/disease-information,
19,Eastern,Iowa,-91.64545556,41.92909259,1249126,6,1,5,0,4,0,2,county,0,3,3,0,,,7/14/25,, in an adult resident of Eastern Iowa and is notifying the public of potential exposure locations.  The individual is fully vaccinated and has no known link to the previous measles cases in Iowa,https://hhs.iowa.gov/news-release/2025-07-14/iowa-health-officials-confirm-measles-case-release-locations-potential-exposures,
19,Eastern,Iowa,-91.64545556,41.92909259,1249126,5,1,4,0,4,0,1,county,0,3,2,0,,,6/12/25,,,https://hhs.iowa.gov/center-acute-disease-epidemiology/disease-information,
19,Eastern,Iowa,-91.64545556,41.92909259,1249126,2,1,1,0,1,0,1,county,0,1,1,0,,,6/11/25,,an unvaccinated child from the Eastern region of the state who was exposed during international travel. ,https://hhs.iowa.gov/center-acute-disease-epidemiology/disease-information,
19,Eastern,Iowa,-91.64545556,41.92909259,1249126,1,0,1,0,0,0,1,county,0,0,1,0,,,6/9/25,,,https://hhs.iowa.gov/center-acute-disease-epidemiology/disease-information,
19,Central,Iowa,-93.40754375,41.84471875,1038892,2,1,1,0,2,0,0,county,0,2,0,0,,,12/16/25,,,https://hhs.iowa.gov/center-acute-disease-epidemiology/disease-information,
19,Central,Iowa,-93.40754375,41.84471875,1038892,1,0,1,0,1,0,0,county,0,1,0,0,,,5/23/25,,The Iowa Department of Health and Human Services (HHS) is reporting a confirmed case of measles in central Iowa in an unvaccinated adult.,https://hhs.iowa.gov/news-release/2025-05-23/first-case-measles-reported-iowa,
20145,Pawnee,Kansas,-99.2367,38.1813,6220,7,0,7,,,,,state,,,,,,,6/2/25,,,https://www.kdhe.ks.gov/2314/Measles-Data,
20069,Gray,Kansas,-100.4379,37.7382,5696,29,0,29,,,,,state,,,,,,,7/14/25,,,https://www.kdhe.ks.gov/2314/Measles-Data,
20069,Gray,Kansas,-100.4379,37.7382,5696,28,0,28,,,,,state,,,,,,,7/2/25,,,https://www.kdhe.ks.gov/2314/Measles-Data,
20069,Gray,Kansas,-100.4379,37.7382,5696,26,0,26,,,,,state,,,,,,,6/11/25,,,https://www.kdhe.ks.gov/2314/Measles-Data,
20069,Gray,Kansas,-100.4379,37.7382,5696,25,0,25,,,,,state,,,,,,,6/2/25,,,https://www.kdhe.ks.gov/2314/Measles-Data,
20069,Gray,Kansas,-100.4379,37.7382,5696,24,0,24,,,,,state,,,,,,,5/28/25,,Added 3 new cases on 2025-05-28,https://www.kdhe.ks.gov/2314/Measles-Data,
20069,Gray,Kansas,-100.4379,37.7382,5696,21,0,21,,,,,state,,,,,,,5/14/25,,Added 6 new cases on 2025-05-14,https://www.kdhe.ks.gov/2314/Measles-Data,
20069,Gray,Kansas,-100.4379,37.7382,5696,15,0,15,,,,,state,,,,,,,4/30/25,,total of 15 cases,https://www.kdhe.ks.gov/2314/Measles-Data,
20081,Haskell,Kansas,-100.8712,37.5622,3695,19,0,19,,,,,state,,,,,,,7/7/25,,,https://www.kdhe.ks.gov/2314/Measles-Data,
20081,Haskell,Kansas,-100.8712,37.5622,3695,18,0,18,,,,,state,,,,,,,7/2/25,,,https://www.kdhe.ks.gov/2314/Measles-Data,
20081,Haskell,Kansas,-100.8712,37.5622,3695,17,0,17,,,,,state,,,,,,,6/18/25,,,https://www.kdhe.ks.gov/2314/Measles-Data,
20081,Haskell,Kansas,-100.8712,37.5622,3695,16,0,16,,,,,state,,,,,,,6/16/25,,,https://www.kdhe.ks.gov/2314/Measles-Data,
20081,Haskell,Kansas,-100.8712,37.5622,3695,15,0,15,,,,,state,,,,,,,6/11/25,,,https://www.kdhe.ks.gov/2314/Measles-Data,
20081,Haskell,Kansas,-100.8712,37.5622,3695,12,0,12,,,,,state,,,,,,,6/9/25,,,https://www.kdhe.ks.gov/2314/Measles-Data,
20081,Haskell,Kansas,-100.8712,37.5622,3695,11,0,11,,,,,state,,,,,,,6/2/25,,,https://www.kdhe.ks.gov/2314/Measles-Data,
20081,Haskell,Kansas,-100.8712,37.5622,3695,10,0,10,,,,,state,,,,,,,5/21/25,,,https://www.kdhe.ks.gov/2314/Measles-Data,
20081,Haskell,Kansas,-100.8712,37.5622,3695,8,0,8,,,,,state,,,,,,,4/9/25,,,https://www.kdhe.ks.gov/2314/Measles-Data,
20097,Kiowa,Kansas,-99.2861,37.5582,2422,6,,6,,,,,state,,,,,,,3/31/25,,County Level vaccination data not available,https://www.kdhe.ks.gov/2314/Measles-Data,
20189,Stevens,Kansas,-101.3121,37.1923,5212,10,,10,,,,,state,,,,,0.85,0.85-0.90,7/16/25,,County Level vaccination data not available,https://www.kdhe.ks.gov/2314/Measles-Data,
20189,Stevens,Kansas,-101.3121,37.1923,5212,9,,9,,,,,state,,,,,0.85,0.85-0.90,7/7/25,,County Level vaccination data not available,https://www.kdhe.ks.gov/2314/Measles-Data,
20189,Stevens,Kansas,-101.3121,37.1923,5212,7,,7,,,,,state,,,,,0.85,0.85-0.90,4/9/25,,County Level vaccination data not available,https://www.kdhe.ks.gov/2314/Measles-Data,
20189,Stevens,Kansas,-101.3121,37.1923,5212,6,,6,,,,,state,,,,,0.85,0.85-0.90,3/31/25,,County Level vaccination data not available,https://www.kdhe.ks.gov/2314/Measles-Data,
20,Unknown County,Kansas,-96.409286,38.480984,2937880,20,,20,,,,,state,,,,,,,11/2/25,,,https://www.kdhe.ks.gov/2314/Measles-Data,
20,Unknown County,Kansas,-96.409286,38.480984,2937880,17,,17,,,,,state,,,,,,,6/17/25,,,https://www.kdhe.ks.gov/2314/Measles-Data,
20,Unknown County,Kansas,-96.409286,38.480984,2937880,16,,16,,,,,state,,,,,,,6/16/25,,,https://www.kdhe.ks.gov/2314/Measles-Data,
20,Unknown County,Kansas,-96.409286,38.480984,2937880,15,,15,,,,,state,,,,,,,6/2/25,,,https://www.kdhe.ks.gov/2314/Measles-Data,
20,Unknown County,Kansas,-96.409286,38.480984,2937880,15,,15,,,,,state,,,,,,,5/28/25,,,https://www.kdhe.ks.gov/2314/Measles-Data,
20,Unknown County,Kansas,-96.409286,38.480984,2937880,15,,15,,,,,state,,,,,,,5/14/25,,,https://www.kdhe.ks.gov/2314/Measles-Data,
20,Unknown County,Kansas,-96.409286,38.480984,2937880,15,,15,,,,,state,,,,,,,5/7/25,,,https://www.kdhe.ks.gov/2314/Measles-Data,
20,Unknown County,Kansas,-96.409286,38.480984,2937880,15,,15,,,,,state,,,,,,,4/16/25,,,https://www.kdhe.ks.gov/2314/Measles-Data,
20,Unknown County,Kansas,-96.409286,38.480984,2937880,12,,12,,,,,state,,,,,,,4/9/25,,,https://www.kdhe.ks.gov/2314/Measles-Data,
20,Unknown County,Kansas,-96.409286,38.480984,2937880,10,,10,,,,,state,,,,,,,4/5/25,,,https://www.kdhe.ks.gov/2314/Measles-Data,
20,Unknown County,Kansas,-96.409286,38.480984,2937880,9,0,9,,,,,state,,,,,,,3/31/25,,,https://www.kdhe.ks.gov/2314/Measles-Data,
21067,Fayette,Kentucky,-84.4587,38.0423,321122,6,0,6,,,,,state,,,,,,,7/10/25,,,https://www.chfs.ky.gov/agencies/dph/dehp/idb/Pages/measles.aspx,
21067,Fayette,Kentucky,-84.4587,38.0423,321122,5,0,5,,,,,state,,,,,,,7/7/25,,,https://www.chfs.ky.gov/agencies/dph/dehp/idb/Pages/measles.aspx,
21067,Fayette,Kentucky,-84.4587,38.0423,321122,1,0,1,,,,,state,,,,,,,6/30/25,,,https://www.chfs.ky.gov/agencies/dph/dehp/idb/Pages/measles.aspx,
21073,Franklin,Kentucky,-84.877,38.2392,51563,1,1,0,,,,,state,,,,,0.89,0.85-0.90,2/26/25,,an adult Kentucky resident,https://www.lfchd.org/21625-ngmiaa/,
21111,Jefferson,Kentucky,-85.6591,38.1872,777392,2,1,1,,,,,state,,,,,,,7/28/25,,,https://www.chfs.ky.gov/agencies/dph/dehp/idb/Pages/measles.aspx,
21111,Jefferson,Kentucky,-85.6591,38.1872,777392,1,1,0,,,,,state,,,,,,,7/14/25,,,https://www.chfs.ky.gov/agencies/dph/dehp/idb/Pages/measles.aspx,
21113,Jessamine,Kentucky,-84.5809,37.872,53792,4,0,4,0,4,0,0,state,3,1,0,0,,,1/30/26,,,https://www.chfs.ky.gov/agencies/dph/dehp/idb/Pages/measles.aspx,
21113,Jessamine,Kentucky,-84.5809,37.872,53792,1,0,1,0,1,0,0,state,1,0,0,0,,,1/16/26,,,https://www.chfs.ky.gov/agencies/dph/dehp/idb/Pages/measles.aspx,
21219,Todd,Kentucky,-87.1792,36.8357,12330,1,0,1,,,,,state,,,,,,,6/30/25,,,https://www.chfs.ky.gov/agencies/dph/dehp/idb/Pages/measles.aspx,
21239,Woodford,Kentucky,-84.7436,38.0424,27017,3,0,3,,,,,state,,,,,,,6/30/25,,,https://www.chfs.ky.gov/agencies/dph/dehp/idb/Pages/measles.aspx,
21,Unknown County,Kentucky,-85.261296,37.838308,4505836,1,1,0,,,,,state,,,,,,,6/30/25,,International resident,https://www.chfs.ky.gov/agencies/dph/dehp/idb/Pages/measles.aspx,
22071,Region 1,Louisiana,-89.999761,29.903565,875761,2,1,1,0,1,1,0,county,0,0,1,1,,,4/22/25,,the second case was only reported in the media,https://ldh.la.gov/news/measles-whooping-cough-update,
22071,Region 1,Louisiana,-89.999761,29.903565,376035,1,1,0,0,1,0,0,county,0,0,1,0,,,4/19/25,,"an adult resident of Region 1 (comprised of Jefferson, Orleans, Plaquemines, and St. Bernard parishes).",https://ldh.la.gov/news/R1-measles-case,
0,Region 9,Louisiana,-90.262548,30.506128,"606,219",1,1,0,0,0,1,0,county,0,0,1,0,,,11/10/25,,"ne case of measles in an adult resident of Region 9 (comprised of Livingston, St. Helena, St. Tammany, Tangipahoa, and Washington parishes). The patient was exposed to measles during international travel. ",https://ldh.la.gov/news/measles-exposure-r9,
24027,Howard,Maryland,-76.9312,39.2507,333916,1,1,0,0,0,1,0,county,0,0,0,1,0.86,0.85-0.90,3/9/25,,,https://health.maryland.gov/newsroom/Pages/One-Case-of-Measles-Confirmed-in-Maryland.aspx,
24033,Prince George's,Maryland,-76.8473,38.8295,955584,2,2,0,0,0,2,0,county,0,0,0,2,0.89,0.85-0.90,3/10/25,,,https://health.maryland.gov/newsroom/Pages/Two-cases-of-measles-confirmed-in-Maryland-residents-with-recent-international-travel.aspx,
26055,Grand Traverse,Michigan,-85.5605,44.6687,95757,4,0,4,0,0,4,0,county,0,0,0,4,,,7/2/25,,Outbreak confirmed,https://www.gtcountymi.gov/DocumentCenter/View/23934/Confirmed-Measles-Outbreak-Identified-in-GTC-062325-?bidId=,
26055,Grand Traverse,Michigan,-85.5605,44.6687,95757,3,0,3,0,0,3,0,county,0,0,0,3,,,6/23/25,,Outbreak confirmed,https://www.gtcountymi.gov/DocumentCenter/View/23934/Confirmed-Measles-Outbreak-Identified-in-GTC-062325-?bidId=,
26055,Grand Traverse,Michigan,-85.5605,44.6687,95757,2,0,2,0,0,2,0,county,0,0,0,1,,,6/20/25,,"This additional case of measles in the community is linked to the first confirmed case,
identified on June 18th, 2025. ",https://www.gtcountymi.gov/DocumentCenter/View/23929/GTCHD-Reports-Additional-Measles-Case-and-Exposure-Sites-062025?bidId=,
26055,Grand Traverse,Michigan,-85.5605,44.6687,95757,1,0,1,0,0,1,0,county,0,0,0,1,,,6/18/25,,"this Grand Traverse County resident
had close exposure to an out-of-state traveler who was confirmed to be positive for measles. ",https://www.gtcountymi.gov/DocumentCenter/View/23901/Confirmed-Case-of-Measles-Identified-in-GTC-061825-?bidId=,
26005,Allegan,Michigan,-85.8883,42.5913,120913,1,0,1,0,0,1,0,county,0,0,0,1,,,6/6/25,,,https://www.allegancounty.org/home/showpublisheddocument/16698,
26065,Ingham,Michigan,-84.3735,42.5971,282015,1,1,0,0,0,0,1,county,1,0,0,0,,,4/15/25,,Added 1 initial cases on 2025-04-15,https://www.facebook.com/InghamHealth,
26081,Kent,Michigan,-85.5493,43.0322,658844,4,2,2,0,0,4,0,county,0,1,1,2,,,7/24/25,,,https://content.govdelivery.com/accounts/KENTCOMI/bulletins/3d93e1e,
26081,Kent,Michigan,-85.5493,43.0322,658844,2,2,0,0,0,2,0,county,0,1,1,0,,,7/2/25,,a case of measles in a young child whose family has a recent history of international travel.,https://content.govdelivery.com/accounts/KENTCOMI/bulletins/3e79ffb,
26081,Kent,Michigan,-85.5493,43.0322,658844,1,1,0,0,0,1,0,county,0,0,1,0,,,4/4/25,,"Added 1 initial cases on 04/04/2025, travelled to NJ as well, The infected adult recently traveled abroad",https://content.govdelivery.com/accounts/KENTCOMI/bulletins/3d93e1e,
26099,Macomb,Michigan,-82.9323,42.6957,877624,2,1,1,0,0,2,0,county,0,0,1,1,,,6/11/25,,New case reported on state map,https://www.macombgov.org/departments/health-department/news/macomb-county-health-department-reports-local-measles-case,
26099,Macomb,Michigan,-82.9323,42.6957,877624,1,1,0,0,0,1,0,county,0,0,1,0,,,4/4/25,,"First case, travel to Canada, infected adult",https://www.macombgov.org/departments/health-department/news/macomb-county-health-department-reports-local-measles-case,
26103,Marquette,Michigan,-87.6416,46.4313,66430,2,0,2,0,0,2,0,county,0,0,0,2,,,6/2/25,,,https://www.michigan.gov/mdhhs/adult-child-serv/childrenfamilies/immunizations/measlesupdates,
26103,Marquette,Michigan,-87.6416,46.4313,66430,1,0,1,0,0,1,0,county,0,0,0,1,,,5/30/25,,Added 1 initial cases on 2025-05-29,https://cms4files.revize.com/marquettemi/HealthDept/NewsRelease/PressReleaseMeaslesMQT.pdf,
26117,Montcalm,Michigan,-85.1525,43.311,67174,4,1,3,0,0,4,0,county,0,0,0,4,,,4/23/25,Yes,Added 1 new cases on 2025-04-23,https://www.michigan.gov/mdhhs/adult-child-serv/childrenfamilies/immunizations/measlesupdates,
26117,Montcalm,Michigan,-85.1525,43.311,67174,3,1,2,0,0,3,0,county,0,0,0,3,,,4/17/25,,fourth measles case has been confirmed in Michigan,https://www.michigan.gov/mdhhs/adult-child-serv/childrenfamilies/immunizations/measlesupdates,
26117,Montcalm,Michigan,-85.1525,43.311,67174,1,1,0,0,0,1,0,county,0,0,0,1,,,4/10/25,,fourth measles case has been confirmed in Michigan,https://www.michigan.gov/mdhhs/adult-child-serv/childrenfamilies/immunizations/measlesupdates,
26125,Oakland,Michigan,-83.3858,42.6604,1272294,2,1,1,0,0,2,0,county,0,0,1,1,0.85,0.85-0.90,12/16/25,,,https://www.michigan.gov/mdhhs/adult-child-serv/childrenfamilies/immunizations/measlesupdates,
26125,Oakland,Michigan,-83.3858,42.6604,1272294,1,1,0,0,0,1,0,county,0,0,1,0,0.85,0.85-0.90,3/14/25,,adult case of measles in Oakland County.,"https://www.michigan.gov/mdhhs/inside-mdhhs/newsroom/2025/03/14/first-measles-case-in-the-state-confirmed-in-oakland-county#:~:text=OAKLAND, Mich.,first case since July 2024.",
26121,Muskegon,Michigan,-86.152,43.2912,175378,3,0,3,1,0,2,0,county,0,0,1,2,,,10/23/25,,,https://www.michigan.gov/mdhhs/adult-child-serv/childrenfamilies/immunizations/measlesupdates,
26121,Muskegon,Michigan,-86.152,43.2912,175378,2,0,2,1,0,1,0,county,0,0,1,1,,,10/9/25,,,https://www.michigan.gov/mdhhs/adult-child-serv/childrenfamilies/immunizations/measlesupdates,
26121,Muskegon,Michigan,-86.152,43.2912,175378,1,0,1,0,0,1,0,county,0,0,1,0,,,6/26/25,,,https://www.michigan.gov/mdhhs/adult-child-serv/childrenfamilies/immunizations/measlesupdates,
26133,Osceola,Michigan,-85.3252,43.9898,23122,7,0,7,0,0,7,0,county,0,0,0,7,,,7/31/25,,,https://www.michigan.gov/mdhhs/adult-child-serv/childrenfamilies/immunizations/measlesupdates,
26133,Osceola,Michigan,-85.3252,43.9898,23122,2,0,2,0,0,2,0,county,0,0,0,2,,,7/24/25,,,https://www.michigan.gov/mdhhs/adult-child-serv/childrenfamilies/immunizations/measlesupdates,
27037,Dakota,Minnesota,-93.0654,44.6719,442204,1,0,1,0,1,0,0,county,0,1,0,0,,,6/2/25,,The second case is an unvaccinated child from Dakota County who has not traveled outside of Minnesota in the last month and had no known exposures.,https://www.health.state.mn.us/news/pressrel/2025/measles060225.html,
27163,Washington,Minnesota,-92.8838,45.0388,272298,1,1,0,0,0,1,0,county,0,0,1,0,,,6/2/25,,The case is a Washington County adult whose vaccination status is unverified. The individual was exposed during domestic air travel outside of Minnesota.,https://www.health.state.mn.us/news/pressrel/2025/measles060225.html,
27053,Hennepin,Minnesota,-93.477,45.0046,1268903,2,2,0,0,1,1,0,county,1,0,1,0,,,4/23/25,,new case involves an infant who was diagnosed while in another country. Health officials said the child is too young to receive the MMR vaccine.,https://www.health.state.mn.us/news/pressrel/2025/measles060225.html,https://www.fox9.com/news/minnesota-reports-2nd-measles-case-health-officials-urge-vaccinations
27053,Hennepin,Minnesota,-93.477,45.0046,1268903,1,1,0,0,0,1,0,county,0,0,1,0,,,3/24/25,,"On March 24, a case of measles was confirmed in an adult who lives in Hennepin County and had recently traveled domestically and internationally. ",https://www.health.state.mn.us/news/pressrel/2025/measles060225.html,https://www.kare11.com/article/news/local/minnesota-reports-first-measles-case-of-2025/89-ca48893e-8de0-4a0e-954c-5da5bc03239d
27109,Olmsted,Minnesota,-92.4018,44.0038,163425,1,1,0,0,1,0,0,county,1,0,0,0,,,10/17/25,,"a case of measles in an unvaccinated child residing in Olmsted County. The individual is under the age of five, exhibiting symptoms, and has a recent history of international travel.  ",https://www.olmstedcounty.gov/government/county-news-events/county-news/Measles-case-confirmed-in-Olmsted-County,
27,Twin Cities Metro Area,Minnesota,-93.2903,44.9708,3156517,10,10,0,0,10,0,0,county,0,0,0,10,,,10/1/25,,These new measles cases can all be tied to either domestic or international travel and all of the new cases are among unvaccinated people. ,https://www.health.state.mn.us/news/pressrel/2025/measles100125.html,
27,Unknown County,Minnesota,-93.558751,45.18999,5706494,12,0,12,0,0,12,0,county,0,0,0,12,,,1/22/26,,,https://www.health.state.mn.us/diseases/measles/stats.html,
27,Unknown County,Minnesota,-93.558751,45.18999,5706494,11,0,11,0,0,11,0,county,0,0,0,11,,,12/5/25,,,https://www.health.state.mn.us/diseases/measles/stats.html,
27,Unknown County,Minnesota,-93.558751,45.18999,5706494,9,0,9,0,0,9,0,county,0,0,0,9,,,11/13/25,,,https://www.health.state.mn.us/diseases/measles/stats.html,
27,Unknown County,Minnesota,-93.558751,45.18999,5706494,8,0,8,0,0,8,0,county,0,0,0,8,,,10/31/25,,,https://www.health.state.mn.us/diseases/measles/stats.html,
27,Unknown County,Minnesota,-93.558751,45.18999,5706494,6,0,6,0,0,6,0,county,0,0,0,6,,,10/9/25,,,https://www.health.state.mn.us/diseases/measles/stats.html,
27,Unknown County,Minnesota,-93.558751,45.18999,5706494,4,0,4,0,0,4,0,county,0,0,0,4,,,9/25/25,,,https://www.health.state.mn.us/diseases/measles/stats.html,
27,Unknown County,Minnesota,-93.558751,45.18999,5706494,1,0,1,0,0,1,0,county,0,0,0,1,,,6/11/25,,"5th case, exposure in the US",https://www.health.state.mn.us/diseases/measles/stats.html,
29039,Cedar,Missouri,-93.8566,37.7239,14440,5,0,5,0,5,0,0,county,0,1,0,4,,,7/3/25,,"three family members of the county's first case announced on June 23, were determined to have had measles based on their symptoms and exposure timeline.",https://www.facebook.com/photo?fbid=712725961645659&set=a.136049269313334,
29039,Cedar,Missouri,-93.8566,37.7239,14440,2,0,2,0,2,0,0,county,0,1,0,1,,,7/1/25,,laboratory-confirmed case of measles in a Cedar County resident. This case was laboratory-confirmed on July 1.,https://www.facebook.com/photo?fbid=712725961645659&set=a.136049269313334,
29039,Cedar,Missouri,-93.8566,37.7239,14440,1,0,1,0,1,0,0,county,0,1,0,0,,,6/23/25,,an unvaccinated child resident of Cedar County.,https://www.facebook.com/photo?fbid=705083345743254&set=a.136049269313334,
29143,New Madrid,Missouri,-89.6517,36.5946,16041,1,0,1,1,0,0,0,county,0,0,1,0,,,5/6/25,,an adult resident of New Madrid County.,https://content.govdelivery.com/accounts/MODHSS/bulletins/3df3486,
29213,Taney,Missouri,-93.0411,36.6548,56382,1,1,0,0,0,1,0,county,0,1,0,0,,,4/18/25,,a confirmed case of measles in a visitor of Taney County associated with recent international travel. The case is in a child whose vaccination status has not yet been verified.,https://health.mo.gov/news/newsitem/uuid/58f781a5-e996-4c78-918c-07b00af263cf/case-of-measles-confirmed-in-traveler-to-missouri,
30013,Cascade,Montana,-111.347,47.308,84601,1,0,1,0,0,0,1,county,0,0,1,0,,,7/16/25,,The individual is a vaccinated adult.,https://www.cascadecountymt.gov/634/Measles,
30029,Flathead,Montana,-114.0497,48.2951,108445,2,2,0,0,0,2,0,county,0,0,2,0,,,5/29/25,,"a Flathead County resident who has reported recent travel outside of Montana. There is no
clear indication of the exact point of exposure and there is no connection with the previous
case reported in Flathead County. This individual is an adult and is currently isolating at home
following recent hospitalization for the illness. The vaccination status of the individual is
unknown at this time.",https://flatheadcounty.gov/application/files/4417/4855/4730/Flathead_County_Measles_Press_Release_5.29.2025_002.pdf,
30029,Flathead,Montana,-114.0497,48.2951,108445,1,1,0,0,0,1,0,county,0,0,1,0,,,5/21/25,,This individual is an adult and is currently isolating at home. The vaccination status of the individual is unknown.,https://dphhs.mt.gov/publichealth/cdepi/diseases/Measles,
30031,Gallatin,Montana,-111.1704,45.5404,122194,23,5,18,10,0,13,0,county,1,5,4,13,,,12/7/25,,,https://www.healthygallatin.org/community-health/communicable-diseases/measles/,
30031,Gallatin,Montana,-111.1704,45.5404,122194,22,5,17,10,0,12,0,county,1,5,3,13,,,11/30/25,,,https://www.healthygallatin.org/community-health/communicable-diseases/measles/,
30031,Gallatin,Montana,-111.1704,45.5404,122194,20,5,15,10,0,10,0,county,1,5,1,13,,,11/23/25,,,https://www.healthygallatin.org/community-health/communicable-diseases/measles/,
30031,Gallatin,Montana,-111.1704,45.5404,122194,19,5,14,10,0,9,0,county,0,5,1,13,,,7/20/25,,,https://www.healthygallatin.org/community-health/communicable-diseases/measles/,
30031,Gallatin,Montana,-111.1704,45.5404,122194,17,5,12,10,0,7,0,county,0,3,1,13,,,6/22/25,,,https://www.healthygallatin.org/community-health/communicable-diseases/measles/,
30031,Gallatin,Montana,-111.1704,45.5404,122194,16,5,11,10,0,6,0,county,0,3,1,12,,,6/15/25,,,https://www.healthygallatin.org/community-health/communicable-diseases/measles/,
30031,Gallatin,Montana,-111.1704,45.5404,122194,13,5,8,10,0,3,0,county,0,2,1,10,,,6/10/25,,,https://www.healthygallatin.org/community-health/communicable-diseases/measles/,
30031,Gallatin,Montana,-111.1704,45.5404,122194,12,5,7,10,0,2,0,county,0,0,1,11,,,6/9/25,,,https://www.healthygallatin.org/community-health/communicable-diseases/measles/,
30031,Gallatin,Montana,-111.1704,45.5404,122194,11,5,6,10,0,1,0,county,0,0,1,10,,,6/5/25,,,https://www.healthygallatin.org/community-health/communicable-diseases/measles/,
30031,Gallatin,Montana,-111.1704,45.5404,122194,10,5,5,10,0,0,0,county,0,0,1,9,,,5/28/25,,Added 1 new cases on 2025-05-28,https://www.healthygallatin.org/community-health/communicable-diseases/measles/,
30031,Gallatin,Montana,-111.1704,45.5404,122194,9,5,4,9,0,0,0,county,0,0,1,8,,,5/23/25,,This individual is an adult and is currently isolating.,https://dphhs.mt.gov/publichealth/cdepi/diseases/Measles,
30031,Gallatin,Montana,-111.1704,45.5404,122194,8,5,3,8,0,0,0,county,0,0,0,8,,,5/5/25,,Household exposure from previous cases,https://dphhs.mt.gov/publichealth/cdepi/diseases/Measles,
30031,Gallatin,Montana,-111.1704,45.5404,122194,7,5,2,7,0,0,0,county,0,0,0,7,,,4/29/25,,"The two additional cases are household contacts of the initial cases, were not immunized against measles, and were isolating at home when they became ill.",https://dphhs.mt.gov/publichealth/cdepi/diseases/Measles,
30031,Gallatin,Montana,-111.1704,45.5404,122194,5,5,0,5,0,0,0,county,0,4,1,0,,,4/17/25,,"Children and adults, all unvaccinated or unknown vaccination, out of state travel",https://dphhs.mt.gov/News/2025/April/MeaslesCasesConfirmedinMontana,
30041,Hill,Montana,-110.1112,48.6282,16260,4,0,4,0,4,0,0,county,0,4,0,0,,,6/6/25,,"Unvaccinated, child and a contact to a previously reported case",https://hillcountyhealth.com/wp-content/uploads/2025/06/6-6-2025-New-Additional-Positive-Cases-Press-Release.pdf,
30041,Hill,Montana,-110.1112,48.6282,16260,3,0,3,0,3,0,0,county,0,3,0,0,,,6/2/25,,both children who are unvaccinated,https://hillcountyhealth.com/wp-content/uploads/2025/06/2-Additional-Cases.pdf,
30041,Hill,Montana,-110.1112,48.6282,16260,1,0,1,0,1,0,0,county,0,1,0,0,,,5/22/25,,This individual is a child and is currently isolating at home. The patient was not immunized against measles when they became infected,https://dphhs.mt.gov/publichealth/cdepi/diseases/Measles,
30049,Lewis and Clark,Montana,-112.3904,47.1224,72580,2,0,2,0,0,2,0,county,0,1,0,1,,,8/24/25,,"The individual is a minor who had previously received one dose of the MMR (measles,
mumps, rubella) vaccine. (At this time, vaccine status is reported by parents but not
confirmed by records.) The individual’s last infectious day was Tuesday, August 12th.",https://www.lccountymt.gov/files/assets/county/v/1/health/documents/communicable-disease/measles-response/single-measles-case-confirmed-in-lewis-and-clark-county.pdf,
